InstrumentCode,ISIN,InstrumentLongName,HoldingNominal,AssetMarketValue,Weight (%) Pre,Weight (%) Post,Maturity,Companion,Spread,MTM,Yield,Mod Duration,Term,Type,Issuer Type,Issuer,Exposure,Level of Subordination,Subordination,Quality,Liquidity,Interest Rate Score,Spread over Jibar,Instrument Score,Risk,Risk Duration,Reference, ,Level 2,Level 3,Level 4,Level 1 Max,Level 2 Max,Level 3 Max,Level 4 Max,GIR,Infrastructure
ABGN03,,ABSA F/R 27062029,500000,508870.1326,0.000168035,0.000168035,2029/06/27,JIBAR,124,,9.582,0.21369863,5.717808219,Bank Senior Debt - Floating,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Senior Unsecured,0.6,-0.134122579,2.810191978,1.271777003,124,63.44595538,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.150125564,0.119031022,0.150125564,0.150125564,2.1(c)(i),No
ABN61,,ABSA ILB 2% 310125,450000,769797.18,0.000254196,0.000254196,2025/01/31,I2025,30,4.7,9.5,1.254308376,1.312328767,Bank Senior Debt - ILBs,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Senior Unsecured,0.6,-0.134122579,2.810191978,-3.932233835,115.8,60.84394996,1,1.254308376,I2025,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.150125564,0.119031022,0.150125564,0.150125564,,No
ABN62,,ABSA Inflation Linked Bond 2.6% 31032028,5000000,10889617.5,0.00359588,0.00359588,2028/03/31,R210,77,5.18,9.98,4.118127115,4.476712329,Bank Senior Debt - ILBs,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Senior Unsecured,0.6,-0.134122579,2.810191978,-0.320705335,163.8,62.64971421,1,4.118127115,R210,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.150125564,0.119031022,0.150125564,0.150125564,,No
ABSI2,,ABSA ILB 07/12/2023 ,6600000,22432728.12,0.007407552,0.007407552,2023/12/07,R197,70,3.2,8,0.149961828,0.15890411,Bank Senior Debt - ILBs,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Senior Unsecured,0.6,-0.134122579,2.810191978,1.176417757,-34.2,63.39827575,1,0.149961828,R197,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.150125564,0.119031022,0.150125564,0.150125564,,No
ABS19,,ABSA 9.67% 24022028,10000000,9927251,0.003278095,0.003278095,2028/02/24,R186,94,10.255,10.255,3.432309093,4.378082192,Bank Senior Debt - Fixed,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Senior Unsecured,0.6,-0.134122579,2.810191978,-0.411131958,191.3,62.6045009,1,3.432309093,R186,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.150125564,0.119031022,0.150125564,0.150125564,,No
ABCPI3,,ABCPI3 5.5% 071223,6330000,21494073.94,0.007097597,0.007097597,2023/12/07,R197,135,3.85,8.65,0.149815795,0.15890411,Bank Subordinated Debt - Tier 2,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.134122579,2.810191978,1.176215688,30.8,77.39817472,1,0.149815795,R197,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.150125564,0.119031022,0.150125564,0.150125564,,No
26FR0007,ZAM000529585,ABSA F/R 17122024,20000000,20130826.3,0.006647436,0.006647436,2024/12/17,JIBAR,85,0,9.192,0.125,1.189041096,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,1.142857143,85,62.38149545,0,0,JIBAR,1,1.1,,,0.050349042,0.050349042,0,0,,No
26FR0009,ZAM000532159,ABSA F/R 19012026,7000000,7153041.1,0.002362019,0.002362019,2026/01/19,JIBAR,100,0,9.342,0.125,2.279452055,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,1.142857143,100,62.38149545,0,0,JIBAR,1,1.1,,,0.050349042,0.050349042,0,0,,No
26NC0006,ZAM000541523,ABSA Bank NCD 6.815% 12052026,15000000,15418700.61,0.005091437,0.005091437,2026/05/12,0,0,6.815,6.815,2.272324359,2.589041096,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,-0.785963102,-152.7,61.41708532,0,0,FIXED,1,1.1,,,0.050349042,0.050349042,0,0,,No
26NC0008,ZAM000554476,ABSA NCD 6.095% 20102023,15000000,15435111.25,0.005096856,0.005096856,2023/10/20,0,0,6.095,6.095,0.02525767,0.02739726,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,1.02591215,-224.7,62.32302295,0,0,FIXED,1,1.1,,,0.050349042,0.050349042,0,0,,No
26NC0011,ZAM000558170,ABSA NCD 6.445% 27112023,10000000,10241682.97,0.003381925,0.003381925,2023/11/27,0,0,6.445,6.445,0.123420049,0.131506849,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,1.140797253,-189.7,62.3804655,0,0,FIXED,1,1.1,,,0.050349042,0.050349042,0,0,,No
26NC0025,ZAM000584622,Absa NCD 8.49% 15072024,10000000,10198386.36,0.003367628,0.003367628,2024/07/15,0,0,8.49,8.49,0.711097076,0.764383562,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,3.461370297,14.8,63.54075202,0,0,FIXED,1,1.1,,,0.050349042,0.050349042,0,0,,No
26NC0030,,ABSA NCD 8.35% 26102023,10000000,10797772.93,0.003565552,0.003565552,2023/10/26,0,0,8.35,8.35,0.040763862,0.043835616,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,1.04249617,0.8,62.33131496,0,0,FIXED,1,1.1,,,0.050349042,0.050349042,0,0,,No
26NC0031,,ABSA NCD 8.54% 26042024,10000000,10391289.97,0.003431327,0.003431327,2024/04/26,0,0,8.54,8.54,0.500613854,0.545205479,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,2.002458433,19.8,62.81129609,0,0,FIXED,1,1.1,,,0.050349042,0.050349042,0,0,,No
26NC0034,ZAM000602531,ABSA NCD 8.625% 14122023,10000000,10700543.12,0.003533446,0.003533446,2023/12/14,0,0,8.625,8.625,0.169406666,0.178082192,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,1.203958615,28.3,62.41204618,0,0,FIXED,1,1.1,,,0.050349042,0.050349042,0,0,,No
26NC0035,ZAM000604263,ABSA NCD 8.6% 04012024,15000000,15970005.04,0.005273484,0.005273484,2024/01/04,0,0,8.6,8.6,0.221962463,0.235616438,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,1.285285032,25.8,62.45270939,0,0,FIXED,1,1.1,,,0.050349042,0.050349042,0,0,,No
26NC0038,ZAM000605088,Absa NCD 8.40% 10012024,15000000,15926324.01,0.00525906,0.00525906,2024/01/10,0,0,8.4,8.4,0.237951253,0.252054795,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,1.31225201,5.8,62.46619288,0,0,FIXED,1,1.1,,,0.050349042,0.050349042,0,0,,No
26NC0043,,Absa NCD 8.76% 24022025,10000000,10111311,0.003338874,0.003338874,2025/02/24,0,0,8.76,8.76,1.254234711,1.378082192,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,-3.933373203,41.8,59.84338027,0,0,FIXED,1,1.1,,,0.050349042,0.050349042,0,0,,No
AGL01,ZAG000155615,Absa Group Limited F/R 29112023,3000000,3044373.304,0.001005288,0.001005288,2023/11/29,JIBAR,130,,9.642,0.136986301,0.136986301,Bank Subordinated Debt - Tier 2,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.134122579,2.810191978,1.158730159,130,77.38943195,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.150125564,0.119031022,0.150125564,0.150125564,2.1(c)(i),No
AGL02,ZAG000158452,Absa Group Limited F/R 11042024,15000000,15099029.51,0.004985878,0.004985878,2024/04/11,JIBAR,114,,9.482,0.002739726,0.504109589,Bank Subordinated Debt - Tier 2,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.134122579,2.810191978,1.002747253,114,77.3114405,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.150125564,0.119031022,0.150125564,0.150125564,2.1(c)(i),No
AGL03,,Absa Group Limited F/R 19052025,10000000,10258733.97,0.003387555,0.003387555,2025/05/17,JIBAR,149,,9.832,0.104109589,1.602739726,Bank Subordinated Debt - Tier 2,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.134122579,2.810191978,1.116207951,149,77.36817085,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.150125564,0.119031022,0.150125564,0.150125564,2.1(c)(i),No
AGT03,,Absa F/R 05062025,20000000,20828442.31,0.006877797,0.006877797,2025/06/05,JIBAR,235,,10.692,0.153424658,1.654794521,Bank Subordinated Debt - AT1,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Subordinated Debt - AT1,4,-0.134122579,2.810191978,1.181229773,235,97.40068176,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.150125564,0.119031022,0.150125564,0.150125564,,No
AGT04,,Absa F/R 27102025,7000000,7460736.04,0.002463623,0.002463623,2025/10/27,JIBAR,245,,10.792,0.046575342,2.049315068,Bank Subordinated Debt - AT1,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Subordinated Debt - AT1,4,-0.134122579,2.810191978,1.048850575,245,97.33449216,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.150125564,0.119031022,0.150125564,0.150125564,,No
ASN346,,ABSA F/R 20062024,2634187,2642849.887,0.0008727,0.0008727,2024/06/20,JIBAR,205,,10.392,0.194520548,0.695890411,Credit Linked Notes,Bank,ABSA BANK LTD,ABSA BANK LTD,Credit-Linked Note,1.5,-0.134122579,2.810191978,1.241496599,205,72.43081517,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.150125564,0.119031022,0.150125564,0.150125564,,No
ASN700,,ABSA F/R 22062026,100000000,100670083.8,0.033242449,0.033242449,2026/06/20,JIBAR,235,,10.692,0.194520548,2.695890411,Credit Linked Notes,Bank,ABSA BANK LTD,ABSA BANK LTD,Credit-Linked Note,1.5,-0.134122579,2.810191978,1.241496599,235,72.43081517,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.150125564,0.119031022,0.150125564,0.150125564,,No
ASN863,,Absa F/R 31072026,75000000,77067611.96,0.025448635,0.025448635,2026/07/31,JIBAR,,,8.62,0.057534247,2.808219178,Credit Linked Notes,Bank,ABSA BANK LTD,RSA GOVERNMENT,Credit-Linked Note,1.5,1,7,1.061046512,27.8,-536.6187797,0,0,INV JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.150125564,0.119031022,0.150125564,0.150125564,,No
ASC033,ZAG000197096,ABSA F/R 28022035,63000000,63806010,0.021069497,0.021069497,2035/02/28,JIBAR,250,,10.842,0.139726027,11.39452055,Capped-Rate Notes,Bank,ABSA BANK LTD,RSA GOVERNMENT,Credit-Linked Note,1.5,1,7,1.162420382,250,-536.5680928,0,0,JIBAR,2.Oth,3.1,2.1 (c),2.1 (c) (i),0.150125564,0.021069497,0.150125564,0.150125564,,No
ASC044,ZAG000198243,ASA F/R 280235,30000000,30359439.19,0.010025045,0.010025045,2035/02/28,JIBAR,180,,10.142,0.139726027,11.39452055,Credit Linked Notes,Bank,ABSA BANK LTD,RSA GOVERNMENT,Credit-Linked Note,1.5,1,7,1.162420382,180,-536.5680928,1,0.139726027,JIBAR,2.Oth,4.1,2.1 (c),2.1 (c) (i),0.150125564,0.010025045,0.150125564,0.150125564,,No
BGL19,,Barclays Africa Group Limited F/R 30092024,1000000,1022904.446,0.000337775,0.000337775,2024/09/29,JIBAR,143,,9.772,0.219178082,0.97260274,Bank Subordinated Debt - Tier 2,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.134122579,2.810191978,1.280701754,143,77.45041775,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.150125564,0.119031022,0.150125564,0.150125564,,No
ABJ03,,African Bank Ltd F/R 16092024,12000000,12141425.43,0.004009242,0.004009242,2024/09/14,JIBAR,235,,10.692,0.178082192,0.931506849,Bank Senior Debt - Floating,Bank,AFRICAN BANK LIMITED,AFRICAN BANK LIMITED,Bank Senior Unsecured,0.6,0.731970682,0.716758926,1.216666667,235,-348.6938996,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (iv),0.009322442,0.009322442,0.009322442,0.009322442,,No
ABJ05,,African Bank F/R 30032027,10000000,10043118.65,0.003316356,0.003316356,2027/03/30,JIBAR,300,,11.342,0.221917808,3.471232877,Bank Senior Debt - Floating,Bank,AFRICAN BANK LIMITED,AFRICAN BANK LIMITED,Bank Senior Unsecured,0.6,0.731970682,0.716758926,1.285211268,300,-348.6596273,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (iv),0.009322442,0.009322442,0.009322442,0.009322442,,No
ABKI04,,African Bank ILB 5.75% 13032024,3655000,6047160.81,0.001996844,0.001996844,2024/03/13,I2025,350,7.9,12.7,0.40317,0.424657534,Bank Senior Debt - ILBs,Bank,AFRICAN BANK LIMITED,AFRICAN BANK LIMITED,Bank Senior Unsecured,0.6,0.731970682,0.716758926,1.675518992,435.8,-348.4644735,1,0.40317,I2025,2.Oth,2.1,2.1 (c),2.1 (c) (iv),0.009322442,0.009322442,0.009322442,0.009322442,,No
AIR04,,AIRSJ 9.25% 05/29/24,500000,511356.5,0.000168856,0.000168856,2024/05/29,R186,188,11.195,11.195,0.573326413,0.635616438,SOE,SOE,AIRPORTS CO SOUTH AFRICA,AIRPORTS CO SOUTH AFRICA,Corp Senior Unsecured,1,0.124462623,-0.347706797,2.343711984,285.3,-29.73169069,1,0.573326413,R186,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.004265808,0.004265808,0.004265808,0.004265808,2.1(d)(i),Yes
AIR05,ZAG000116351,Airports Company of South Africa 10% 29052030,1000000,913902.2,0.000301781,0.000301781,2030/05/29,R213,150,12.81,12.81,4.398862437,6.638356164,SOE,SOE,AIRPORTS CO SOUTH AFRICA,AIRPORTS CO SOUTH AFRICA,Corp Senior Unsecured,1,0.124462623,-0.347706797,-0.294216085,446.8,-31.05065473,1,4.398862437,R213,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.004265808,0.004265808,0.004265808,0.004265808,2.1(d)(i),Yes
AIRL01,ZAG000052846,AIRl01 CPI 3.64% 300428,5708750,11493140.37,0.003795171,0.003795171,2028/04/30,R210,285,7.26,12.06,3.978245114,4.55890411,ILBs,SOE,AIRPORTS CO SOUTH AFRICA,AIRPORTS CO SOUTH AFRICA,Corp Senior Unsecured,1,0.124462623,-0.347706797,-0.3357682,371.8,-31.07143078,1,3.978245114,R210,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.004265808,0.004265808,0.004265808,0.004265808,2.1(d)(i),Yes
BID13,ZAG000160011,BVT F/R 140624  ,2000000,2025032.922,0.00066869,0.00066869,2024/06/14,JIBAR,60,,8.942,0.178082192,0.679452055,Corporate Senior Debt,Corporate,BIDVESTCO LIMITED,BIDVESTCO LIMITED,Corp Senior Unsecured,1,-0.031424439,-0.386470737,1.216666667,60,48.03595703,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.00066869,0.00066869,0.00066869,0.00066869,2.1(d)(i),No
BPPF20,,BNP Paribas Personal Finance F/R 19112024,14317000,14555462.43,0.004806385,0.004806385,2024/11/19,JIBAR,117,,9.512,0.109589041,1.112328767,Corporate Senior Debt,Bank,BNP PARIBAS,BNP PARIBAS,Corp Senior Unsecured,1,1.15217697,-0.392198949,1.123076923,117,-543.7542602,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.004806385,0.004806385,0.004806385,0.004806385,,No
CBL29,ZAG000158874,Capitec F/R 30042024,6500000,6645294.803,0.002194355,0.002194355,2024/04/30,JIBAR,110,,9.442,0.054794521,0.556164384,Bank Senior Debt - Floating,Bank,CAPITEC BANK,CAPITEC BANK,Bank Senior Unsecured,0.6,2.235562286,-0.275728513,1.057971014,110,-1090.644175,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.002194355,0.002194355,0.002194355,0.002194355,2.1(c)(i),No
CCT02,,City of Cape Town 11.615% 120624,3395599,3572635.345,0.001179726,0.001179726,2024/06/12,R186,17,9.485,9.485,0.607921269,0.673972603,SOE,SOE,CITY OF CAPE TOWN,CITY OF CAPE TOWN,Corp Senior Unsecured,1,0.625684398,-0.238886764,2.550508154,114.3,-281.3273802,1,0.607921269,R186,2.Oth,2.1,2.1 (e),2.1 (e) (i),0.002089126,0.002089126,0.002089126,0.002089126,,Yes
CCT04,ZAG000145376,City of Cape Town 10.17% 19072027,2733129.23,2753990.349,0.0009094,0.0009094,2027/07/17,R186,179,11.105,11.105,1.67381,3.769863014,SOE,SOE,CITY OF CAPE TOWN,CITY OF CAPE TOWN,Corp Senior Unsecured,1,0.625684398,-0.238886764,-1.484097891,276.3,-283.3446832,1,1.67381,R186,2.Oth,2.1,2.1 (e),2.1 (e) (i),0.002089126,0.002089126,0.002089126,0.002089126,2.1(e)(i),Yes
COJ08,,City of Johannesburg 11.455% 22062026,413429,424912.5693,0.000140311,0.000140311,2026/06/22,R186,246,11.775,11.775,2.182909406,2.701369863,SOE,SOE,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,Corp Senior Unsecured,1,0.124462623,-0.238886764,-0.845373276,343.3,-32.41443365,1,2.182909406,R186,2.Oth,2.1,2.1 (e),2.1 (e) (i),0.000500695,0.000500695,0.000500695,0.000500695,,Yes
COJG01,,City of Johannesburg 10.18% 10062024,1065892,1091370.869,0.000360384,0.000360384,2024/06/09,R186,263,11.945,11.945,0.595746,0.665753425,SOE,SOE,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,Corp Senior Unsecured,1,0.124462623,-0.238886764,2.47369228,360.3,-30.75490087,1,0.595746,R186,2.Oth,2.1,2.1 (e),2.1 (e) (i),0.000500695,0.000500695,0.000500695,0.000500695,,Yes
CLN504,,Standard Bank CLN F/R 11102024,7586975,7705035.918,0.002544294,0.002544294,2024/10/11,JIBAR,291,,11.252,0.002739726,1.005479452,Credit Linked Notes,Bank,MOBILE TELEPHONE NETWORK HOLDINGS PTY LTD,MOBILE TELEPHONE NETWORK HOLDINGS PTY LTD,Credit-Linked Note,1.5,-0.191666369,-0.109082716,1.002747253,291,130.2760825,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.010103116,0.010103116,0.002544294,0.002544294,2.1(c)(i),No
CLN518,ZAG000149881,CLN518 Jb3Mth+2.56% 251122,200000,201640.2511,6.6584E-05,6.6584E-05,2024/11/25,JIBAR,255,,10.892,0.126027397,1.128767123,Credit Linked Notes,Bank,STANDARD BANK LTD,TELKOM,Credit-Linked Note,1.5,0.029491027,-0.280189856,1.144200627,255,21.47918259,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.102541944,0.102541944,0.102541944,0.102541944,2.1(c)(i),No
CLN527,ZAG000151150,Standard Bank CLN F/R 21022024,2300000,2346056.457,0.000774696,0.000774696,2024/02/21,JIBAR,123.5,,9.577,0.115068493,0.367123288,Credit Linked Notes,Bank,STANDARD BANK LTD,GROWTHPOINT PROPERTIES LIMITED,Credit-Linked Note,1.5,0.382812619,-0.119348494,1.13003096,123.5,-156.7971118,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.102541944,0.102541944,0.102541944,0.102541944,2.1(c)(i),No
CLN546,,Standard Bank CLN 10.02% 21082026,9853000,9898568.046,0.003268624,0.003268624,2026/08/21,R186,110,10.415,10.415,2.39353,2.865753425,Credit Linked Notes,Bank,STANDARD BANK LTD,DISCOVERY LTD,Credit-Linked Note,1.5,-0.46344371,-0.226921889,-0.717602061,207.3,266.4829701,1,2.39353,R186,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.102541944,0.102541944,0.102541944,0.102541944,2.1(c)(i),No
CLN565,ZAG000157371,Standard Bank CLN F/R 21022024,10000000,10147995.92,0.003350988,0.003350988,2024/02/21,JIBAR,146,,9.802,0.115068493,0.367123288,Credit Linked Notes,Bank,STANDARD BANK LTD,NEDBANK LTD,Credit-Linked Note,1.5,-0.395565495,2.467172627,1.13003096,146,206.5267335,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.102541944,0.102541944,0.102541944,0.102541944,2.1(c)(i),No
CLN587,ZAG000160284,Standard Bank CLN F/R 10062026,1200000,1215666.172,0.000401427,0.000401427,2026/06/10,JIBAR,195,,10.292,0.167123288,2.668493151,Credit Linked Notes,Bank,STANDARD BANK LTD,TELKOM,Credit-Linked Note,1.5,0.029491027,-0.280189856,1.200657895,195,21.50741123,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.102541944,0.102541944,0.102541944,0.102541944,2.1(c)(i),No
CLN599,ZAG000161084,Standard Bank CLN F/R 10122024,900000,907823.2216,0.000299774,0.000299774,2024/12/10,JIBAR,160,,9.942,0.167123288,1.169863014,Credit Linked Notes,Bank,STANDARD BANK LTD,FIRSTRAND BANK LTD,Credit-Linked Note,1.5,-0.107833692,2.460589047,1.200657895,160,62.76198155,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.102541944,0.102541944,0.102541944,0.102541944,2.1(c)(i),No
CLN604,ZAG000161399,Standard Bank CLN F/R 05082024,2000000,2036565.17,0.000672498,0.000672498,2024/08/05,JIBAR,150,,9.842,0.071232877,0.821917808,Credit Linked Notes,Bank,STANDARD BANK LTD,FIRSTRAND BANK LTD,Credit-Linked Note,1.5,-0.107833692,2.460589047,1.076696165,150,62.70000069,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.102541944,0.102541944,0.102541944,0.102541944,2.1(c)(i),No
