InstrumentCode,ISIN,InstrumentLongName,HoldingNominal,AssetMarketValue,Weight (%) Pre,Weight (%) Post,Maturity,Companion,Spread,MTM,Yield,Mod Duration,Term,Type,Issuer Type,Issuer,Exposure,Level of Subordination,Subordination,Quality,Liquidity,Interest Rate Score,Spread over Jibar,Instrument Score,Risk,Risk Duration,Reference, ,Level 2,Level 3,Level 4,Level 1 Max,Level 2 Max,Level 3 Max,Level 4 Max,GIR,Infrastructure
ASN346,,ABSA F/R 20062024,2634187,2658527.301,0.00089607,0.00089607,2024/06/20,JIBAR,205,,10.4,0.136986301,0.638356164,Credit Linked Notes,Bank,ABSA BANK LTD,ABSA BANK LTD,Credit-Linked Note,1.5,-0.134122579,2.810191978,1.158730159,205,72.97991842,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.153532592,0.12160214,0.153532592,0.153532592,,No
ASN700,,ABSA F/R 22062026,100000000,101284306.3,0.034138377,0.034138377,2026/06/20,JIBAR,235,,10.7,0.136986301,2.638356164,Credit Linked Notes,Bank,ABSA BANK LTD,ABSA BANK LTD,Credit-Linked Note,1.5,-0.134122579,2.810191978,1.158730159,235,72.97991842,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.153532592,0.12160214,0.153532592,0.153532592,,No
ASN863,,Absa F/R 31072026,75000000,76185364.8,0.025678655,0.025678655,2026/07/31,JIBAR,,,8.712,0.252054795,2.750684932,Credit Linked Notes,Bank,ABSA BANK LTD,RSA GOVERNMENT,Credit-Linked Note,1.5,1,7,1.336996337,36.2,-535.8903183,0,0,INV JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.153532592,0.12160214,0.153532592,0.153532592,,No
ASC033,ZAG000197096,ABSA F/R 28022035,63000000,64199151.75,0.021638642,0.021638642,2035/02/28,JIBAR,250,,10.85,0.082191781,11.3369863,Capped-Rate Notes,Bank,ABSA BANK LTD,RSA GOVERNMENT,Credit-Linked Note,1.5,1,7,1.089552239,250,-536.0140404,0,0,JIBAR,2.Oth,3.1,2.1 (c),2.1 (c) (i),0.153532592,0.021638642,0.153532592,0.153532592,,No
ASC044,ZAG000198243,ASA F/R 280235,30000000,30534513.4,0.010291809,0.010291809,2035/02/28,JIBAR,180,,10.15,0.082191781,11.3369863,Credit Linked Notes,Bank,ABSA BANK LTD,RSA GOVERNMENT,Credit-Linked Note,1.5,1,7,1.089552239,180,-536.0140404,1,0.082191781,JIBAR,2.Oth,4.1,2.1 (c),2.1 (c) (i),0.153532592,0.010291809,0.153532592,0.153532592,,No
BGL19,,Barclays Africa Group Limited F/R 30092024,1000000,1028626.592,0.000346704,0.000346704,2024/09/29,JIBAR,143,,9.78,0.161643836,0.915068493,Bank Subordinated Debt - Tier 2,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.134122579,2.810191978,1.192810458,143,77.99695857,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.153532592,0.12160214,0.153532592,0.153532592,,No
ABJ03,,African Bank Ltd F/R 16092024,12000000,12215427.6,0.00411727,0.00411727,2024/09/14,JIBAR,235,,10.7,0.120547945,0.873972603,Bank Senior Debt - Floating,Bank,AFRICAN BANK LIMITED,AFRICAN BANK LIMITED,Bank Senior Unsecured,0.6,0.731970682,0.716758926,1.137071651,235,-348.1432107,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (iv),0.009580078,0.009580078,0.009580078,0.009580078,,No
ABJ05,,African Bank F/R 30032027,10000000,10108166.27,0.003407008,0.003407008,2027/03/30,JIBAR,300,,11.35,0.164383562,3.41369863,Bank Senior Debt - Floating,Bank,AFRICAN BANK LIMITED,AFRICAN BANK LIMITED,Bank Senior Unsecured,0.6,0.731970682,0.716758926,1.196721311,300,-348.1133859,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (iv),0.009580078,0.009580078,0.009580078,0.009580078,,No
ABKI04,,African Bank ILB 5.75% 13032024,3655000,6099303.604,0.0020558,0.0020558,2024/03/13,I2025,350,8.345,13.745,0.34847,0.367123288,Bank Senior Debt - ILBs,Bank,AFRICAN BANK LIMITED,AFRICAN BANK LIMITED,Bank Senior Unsecured,0.6,0.731970682,0.716758926,1.534848741,539.5,-347.9443221,1,0.34847,I2025,2.Oth,2.1,2.1 (c),2.1 (c) (iv),0.009580078,0.009580078,0.009580078,0.009580078,,No
AIR04,,AIRSJ 9.25% 05/29/24,500000,514531.65,0.000173425,0.000173425,2024/05/29,R186,188,11.2,11.2,0.51927333,0.578082192,SOE,SOE,AIRPORTS CO SOUTH AFRICA,AIRPORTS CO SOUTH AFRICA,Corp Senior Unsecured,1,0.124462623,-0.347706797,2.080184153,285,-29.27296814,1,0.51927333,R186,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.00425668,0.00425668,0.00425668,0.00425668,2.1(d)(i),Yes
AIR05,ZAG000116351,Airports Company of South Africa 10% 29052030,1000000,923607.8,0.000311307,0.000311307,2030/05/29,R213,150,12.73,12.73,4.350780169,6.580821918,SOE,SOE,AIRPORTS CO SOUTH AFRICA,AIRPORTS CO SOUTH AFRICA,Corp Senior Unsecured,1,0.124462623,-0.347706797,-0.298437961,438,-30.4622792,1,4.350780169,R213,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.00425668,0.00425668,0.00425668,0.00425668,2.1(d)(i),Yes
AIRL01,ZAG000052846,AIRl01 CPI 3.64% 300428,5708750,11190898.02,0.003771948,0.003771948,2028/04/30,R210,285,7.65,13.05,3.995143977,4.501369863,ILBs,SOE,AIRPORTS CO SOUTH AFRICA,AIRPORTS CO SOUTH AFRICA,Corp Senior Unsecured,1,0.124462623,-0.347706797,-0.333873766,470,-30.4799971,1,3.995143977,R210,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.00425668,0.00425668,0.00425668,0.00425668,2.1(d)(i),Yes
BID13,ZAG000160011,BVT F/R 140624  ,2000000,2035374.013,0.000686033,0.000686033,2024/06/14,JIBAR,60,,8.95,0.120547945,0.621917808,Corporate Senior Debt,Corporate,BIDVESTCO LIMITED,BIDVESTCO LIMITED,Corp Senior Unsecured,1,-0.031424439,-0.386470737,1.137071651,60,48.58664599,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.000686033,0.000686033,0.000686033,0.000686033,2.1(d)(i),No
BPPF20,,BNP Paribas Personal Finance F/R 19112024,14317000,14634220.84,0.004932537,0.004932537,2024/11/19,JIBAR,117,,9.52,0.052054795,1.054794521,Corporate Senior Debt,Bank,BNP PARIBAS,BNP PARIBAS,Corp Senior Unsecured,1,1.15217697,-0.392198949,1.054913295,117,-543.1978556,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.004932537,0.004932537,0.004932537,0.004932537,,No
CBL29,ZAG000158874,Capitec F/R 30042024,6500000,6522366.575,0.002198396,0.002198396,2024/04/30,JIBAR,100,,9.35,0.249315068,0.498630137,Bank Senior Debt - Floating,Bank,CAPITEC BANK,CAPITEC BANK,Bank Senior Unsecured,0.6,2.235562286,-0.275728513,1.332116788,100,-1089.916616,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.002198396,0.002198396,0.002198396,0.002198396,2.1(c)(i),No
CCT02,,City of Cape Town 11.615% 120624,3395599,3591582.787,0.001210561,0.001210561,2024/06/12,R186,17,9.49,9.49,0.553128333,0.616438356,SOE,SOE,CITY OF CAPE TOWN,CITY OF CAPE TOWN,Corp Senior Unsecured,1,0.625684398,-0.238886764,2.237778929,114,-280.8932583,1,0.553128333,R186,2.Oth,2.1,2.1 (e),2.1 (e) (i),0.002144521,0.002144521,0.002144521,0.002144521,,Yes
CCT04,ZAG000145376,City of Cape Town 10.17% 19072027,2733129.23,2770943.943,0.00093396,0.00093396,2027/07/17,R186,179,11.11,11.11,1.61921,3.712328767,SOE,SOE,CITY OF CAPE TOWN,CITY OF CAPE TOWN,Corp Senior Unsecured,1,0.625684398,-0.238886764,-1.614960999,276,-282.8196283,1,1.61921,R186,2.Oth,2.1,2.1 (e),2.1 (e) (i),0.002144521,0.002144521,0.002144521,0.002144521,2.1(e)(i),Yes
COJ08,,City of Johannesburg 11.455% 22062026,413429,427665.6757,0.000144147,0.000144147,2026/06/22,R186,246,11.78,11.78,2.12864699,2.643835616,SOE,SOE,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,Corp Senior Unsecured,1,0.124462623,-0.238886764,-0.886016628,343,-31.84426886,1,2.12864699,R186,2.Oth,2.1,2.1 (e),2.1 (e) (i),0.000514446,0.000514446,0.000514446,0.000514446,,Yes
COJG01,,City of Johannesburg 10.18% 10062024,1065892,1098630.446,0.000370299,0.000370299,2024/06/09,R186,263,11.95,11.95,0.541589368,0.608219178,SOE,SOE,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,Corp Senior Unsecured,1,0.124462623,-0.238886764,2.181450276,360,-30.31053541,1,0.541589368,R186,2.Oth,2.1,2.1 (e),2.1 (e) (i),0.000514446,0.000514446,0.000514446,0.000514446,,Yes
CLN504,,Standard Bank CLN F/R 11102024,7586975,7769821.098,0.002618857,0.002618857,2024/10/11,JIBAR,291,,11.26,0.197260274,0.947945205,Credit Linked Notes,Bank,MOBILE TELEPHONE NETWORK HOLDINGS PTY LTD,MOBILE TELEPHONE NETWORK HOLDINGS PTY LTD,Credit-Linked Note,1.5,-0.191666369,-0.109082716,1.245733788,291,130.9880623,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.010377687,0.010377687,0.002618857,0.002618857,2.1(c)(i),No
CLN518,ZAG000149881,CLN518 Jb3Mth+2.56% 251122,200000,202888.446,6.83846E-05,6.83846E-05,2024/11/25,JIBAR,255,,10.9,0.068493151,1.071232877,Credit Linked Notes,Bank,STANDARD BANK LTD,TELKOM,Credit-Linked Note,1.5,0.029491027,-0.280189856,1.073529412,255,22.03433345,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.104628143,0.104628143,0.104628143,0.104628143,2.1(c)(i),No
CLN527,ZAG000151150,Standard Bank CLN F/R 21022024,2300000,2358837.75,0.000795058,0.000795058,2024/02/21,JIBAR,123.5,,9.585,0.057534247,0.309589041,Credit Linked Notes,Bank,STANDARD BANK LTD,GROWTHPOINT PROPERTIES LIMITED,Credit-Linked Note,1.5,0.382812619,-0.119348494,1.061046512,123.5,-156.2411175,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.104628143,0.104628143,0.104628143,0.104628143,2.1(c)(i),No
CLN546,,Standard Bank CLN 10.02% 21082026,9853000,9954920.044,0.003355355,0.003355355,2026/08/21,R186,110,10.42,10.42,2.33921,2.808219178,Credit Linked Notes,Bank,STANDARD BANK LTD,DISCOVERY LTD,Credit-Linked Note,1.5,-0.46344371,-0.226921889,-0.746708881,207,267.0589032,1,2.33921,R186,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.104628143,0.104628143,0.104628143,0.104628143,2.1(c)(i),No
CLN565,ZAG000157371,Standard Bank CLN F/R 21022024,10000000,10204571.91,0.003439502,0.003439502,2024/02/21,JIBAR,146,,9.81,0.057534247,0.309589041,Credit Linked Notes,Bank,STANDARD BANK LTD,NEDBANK LTD,Credit-Linked Note,1.5,-0.395565495,2.467172627,1.061046512,146,207.0827278,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.104628143,0.104628143,0.104628143,0.104628143,2.1(c)(i),No
CLN587,ZAG000160284,Standard Bank CLN F/R 10062026,1200000,1222800.762,0.000412151,0.000412151,2026/06/10,JIBAR,195,,10.3,0.109589041,2.610958904,Credit Linked Notes,Bank,STANDARD BANK LTD,TELKOM,Credit-Linked Note,1.5,0.029491027,-0.280189856,1.123076923,195,22.05910721,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.104628143,0.104628143,0.104628143,0.104628143,2.1(c)(i),No
CLN599,ZAG000161084,Standard Bank CLN F/R 10122024,900000,912968.6575,0.000307721,0.000307721,2024/12/10,JIBAR,160,,9.95,0.109589041,1.112328767,Credit Linked Notes,Bank,STANDARD BANK LTD,FIRSTRAND BANK LTD,Credit-Linked Note,1.5,-0.107833692,2.460589047,1.123076923,160,63.31367753,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.104628143,0.104628143,0.104628143,0.104628143,2.1(c)(i),No
CLN604,ZAG000161399,Standard Bank CLN F/R 05082024,2000000,1998434.908,0.000673582,0.000673582,2024/08/05,JIBAR,150,,9.85,0.01369863,0.764383562,Credit Linked Notes,Bank,STANDARD BANK LTD,FIRSTRAND BANK LTD,Credit-Linked Note,1.5,-0.107833692,2.460589047,1.013888889,150,63.25908352,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.104628143,0.104628143,0.104628143,0.104628143,2.1(c)(i),No
CLN616,ZAG000163163,Standard Bank CLN F/R 201229,1800000,1764644.4,0.000594782,0.000594782,2029/12/20,JIBAR,370,,12.05,0.136986301,6.142465753,Credit Linked Notes,Bank,STANDARD BANK LTD,RSA GOVERNMENT,Credit-Linked Note,1.5,1,7,1.158730159,370,-535.9794514,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.104628143,0.104628143,0.104628143,0.104628143,2.1(c)(i),No
CLN621,ZAG000163932,Standard Bank CLN F/R 28102022,3000000,3010253.35,0.001014621,0.001014621,2024/10/28,JIBAR,140,,9.75,0.243835616,0.994520548,Credit Linked Notes,Bank,STANDARD BANK LTD,BIDVESTCO LIMITED,Credit-Linked Note,1.5,-0.031424439,-0.386470737,1.322463768,140,53.67934205,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.104628143,0.104628143,0.104628143,0.104628143,2.1(c)(i),No
