InstrumentCode,ISIN,InstrumentLongName,HoldingNominal,AssetMarketValue,Weight (%) Pre,Weight (%) Post,Maturity,Companion,Spread,MTM,Yield,Mod Duration,Term,Type,Issuer Type,Issuer,Exposure,Level of Subordination,Subordination,Quality,Liquidity,Interest Rate Score,Spread over Jibar,Instrument Score,Risk,Risk Duration,Reference, ,Level 2,Level 3,Level 4,Level 1 Max,Level 2 Max,Level 3 Max,Level 4 Max,GIR,Infrastructure
ABGN03,,ABSA F/R 27062029,500000,515211.321,0.000167479,0.000167479,2029/06/27,JIBAR,136,,9.718,0.04109589,5.794520548,Bank Senior Debt - Floating,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Senior Unsecured,0.6,-0.134122579,2.810191978,1.042857143,136,63.53222255,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.147240317,0.116876095,0.147240317,0.147240317,2.1(c)(i),No
ABN61,,ABSA ILB 2% 310125,450000,765014.985,0.000248682,0.000248682,2025/01/31,I2025,30,4.565,9.965,1.329541176,1.389041096,Bank Senior Debt - ILBs,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Senior Unsecured,0.6,-0.134122579,2.810191978,-3.034522157,160.7,61.4935329,1,1.329541176,I2025,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.147240317,0.116876095,0.147240317,0.147240317,,No
ABN62,,ABSA Inflation Linked Bond 2.6% 31032028,5000000,10959410.5,0.003562551,0.003562551,2028/03/31,R210,77,5.17,10.57,4.133698314,4.553424658,Bank Senior Debt - ILBs,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Senior Unsecured,0.6,-0.134122579,2.810191978,-0.319111765,221.2,62.85123809,1,4.133698314,R210,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.147240317,0.116876095,0.147240317,0.147240317,,No
ABSI2,,ABSA ILB 07/12/2023 ,6600000,22199595.66,0.007216373,0.007216373,2023/12/07,R197,100,4.76,10.16,0.224962244,0.235616438,Bank Senior Debt - ILBs,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Senior Unsecured,0.6,-0.134122579,2.810191978,1.290259723,180.2,63.65592384,1,0.224962244,R197,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.147240317,0.116876095,0.147240317,0.147240317,,No
ABS19,,ABSA 9.67% 24022028,10000000,9961520,0.003238169,0.003238169,2028/02/24,R186,94,9.94,9.94,3.514619976,4.454794521,Bank Senior Debt - Fixed,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Senior Unsecured,0.6,-0.134122579,2.810191978,-0.397674404,158.2,62.81195677,1,3.514619976,R186,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.147240317,0.116876095,0.147240317,0.147240317,,No
ABCPI3,,ABCPI3 5.5% 071223,6330000,21274679.94,0.006915713,0.006915713,2023/12/07,R197,135,5.11,10.51,0.224785256,0.235616438,Bank Subordinated Debt - Tier 2,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.134122579,2.810191978,1.289965145,215.2,77.65577655,1,0.224785256,R197,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.147240317,0.116876095,0.147240317,0.147240317,,No
26FR0007,ZAM000529585,ABSA F/R 17122024,20000000,20459863.01,0.006650842,0.006650842,2024/12/17,JIBAR,85,0,9.208,0.125,1.265753425,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,1.142857143,85,62.58222255,0,0,JIBAR,1,1.1,,,0.049415808,0.049415808,0,0,,No
26FR0009,ZAM000532159,ABSA F/R 19012026,7000000,7102027.4,0.00230864,0.00230864,2026/01/19,JIBAR,100,0,9.358,0.125,2.356164384,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,1.142857143,100,62.58222255,0,0,JIBAR,1,1.1,,,0.049415808,0.049415808,0,0,,No
26NC0006,ZAM000541523,ABSA Bank NCD 6.815% 12052026,15000000,15340717.93,0.004986773,0.004986773,2026/05/12,0,0,6.815,6.815,2.346508851,2.665753425,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,-0.74266129,-154.3,61.63946333,0,0,FIXED,1,1.1,,,0.049415808,0.049415808,0,0,,No
26NC0008,ZAM000554476,ABSA NCD 6.095% 20102023,15000000,15363409.5,0.004994149,0.004994149,2023/10/20,0,0,6.095,6.095,0.099701328,0.104109589,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,1.110742503,-226.3,62.56616523,0,0,FIXED,1,1.1,,,0.049415808,0.049415808,0,0,,No
26NC0011,ZAM000558170,ABSA NCD 6.445% 27112023,10000000,10191716.88,0.003312999,0.003312999,2023/11/27,0,0,6.445,6.445,0.197737498,0.208219178,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,1.246474811,-191.3,62.63403138,0,0,FIXED,1,1.1,,,0.049415808,0.049415808,0,0,,No
26NC0025,ZAM000584622,Absa NCD 8.49% 15072024,10000000,10133380.59,0.003294036,0.003294036,2024/07/15,0,0,8.49,8.49,0.784685573,0.84109589,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,4.644370626,13.2,64.33297929,0,0,FIXED,1,1.1,,,0.049415808,0.049415808,0,0,,No
26NC0030,,ABSA NCD 8.35% 26102023,10000000,10729312.14,0.003487754,0.003487754,2023/10/26,0,0,8.35,8.35,0.114401807,0.120547945,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,1.129180262,-0.8,62.57538411,0,0,FIXED,1,1.1,,,0.049415808,0.049415808,0,0,,No
26NC0031,,ABSA NCD 8.54% 26042024,10000000,10325036.64,0.003356337,0.003356337,2024/04/26,0,0,8.54,8.54,0.574184707,0.621917808,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,2.348436086,18.2,63.18501202,0,0,FIXED,1,1.1,,,0.049415808,0.049415808,0,0,,No
26NC0034,ZAM000602531,ABSA NCD 8.625% 14122023,10000000,10631281.74,0.003455887,0.003455887,2023/12/14,0,0,8.625,8.625,0.242947545,0.254794521,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,1.320912432,26.7,62.67125019,0,0,FIXED,1,1.1,,,0.049415808,0.049415808,0,0,,No
26NC0035,ZAM000604263,ABSA NCD 8.6% 04012024,15000000,15867425.14,0.005157989,0.005157989,2024/01/04,0,0,8.6,8.6,0.295512155,0.312328767,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,1.419470907,24.2,62.72052943,0,0,FIXED,1,1.1,,,0.049415808,0.049415808,0,0,,No
26NC0038,ZAM000605088,Absa NCD 8.40% 10012024,15000000,15826475.98,0.005144677,0.005144677,2024/01/10,0,0,8.4,8.4,0.31157153,0.328767123,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,1.452583738,4.2,62.73708584,0,0,FIXED,1,1.1,,,0.049415808,0.049415808,0,0,,No
26NC0043,,Absa NCD 8.76% 24022025,10000000,10046286,0.003265724,0.003265724,2025/02/24,0,0,8.76,8.76,1.327728032,1.454794521,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,-3.051310541,40.2,60.4851387,0,0,FIXED,1,1.1,,,0.049415808,0.049415808,0,0,,No
AGL01,ZAG000155615,Absa Group Limited F/R 29112023,3000000,3022119.505,0.000982394,0.000982394,2023/11/29,JIBAR,130,,9.658,0.21369863,0.21369863,Bank Subordinated Debt - Tier 2,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.134122579,2.810191978,1.271777003,130,77.64668248,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.147240317,0.116876095,0.147240317,0.147240317,2.1(c)(i),No
AGL02,ZAG000158452,Absa Group Limited F/R 11042024,15000000,15378850.83,0.004999169,0.004999169,2024/04/11,JIBAR,141,,9.768,0.079452055,0.580821918,Bank Subordinated Debt - Tier 2,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.134122579,2.810191978,1.086309524,141,77.55394874,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.147240317,0.116876095,0.147240317,0.147240317,2.1(c)(i),No
AGL03,,Absa Group Limited F/R 19052025,10000000,10182606.79,0.003310037,0.003310037,2025/05/17,JIBAR,149,,9.848,0.180821918,1.679452055,Bank Subordinated Debt - Tier 2,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.134122579,2.810191978,1.220735786,149,77.62116187,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.147240317,0.116876095,0.147240317,0.147240317,2.1(c)(i),No
AGT03,,Absa F/R 05062025,20000000,20644783.33,0.006710954,0.006710954,2025/06/05,JIBAR,240,,10.758,0.230136986,1.731506849,Bank Subordinated Debt - AT1,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Subordinated Debt - AT1,4,-0.134122579,2.810191978,1.298932384,240,97.66026017,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.147240317,0.116876095,0.147240317,0.147240317,,No
AGT04,,Absa F/R 27102025,7000000,7400633.637,0.002405708,0.002405708,2025/10/27,JIBAR,245,,10.808,0.123287671,2.126027397,Bank Subordinated Debt - AT1,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Subordinated Debt - AT1,4,-0.134122579,2.810191978,1.140625,245,97.58110648,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.147240317,0.116876095,0.147240317,0.147240317,,No
ASN346,,ABSA F/R 20062024,2634187,2622111.796,0.000852364,0.000852364,2024/06/20,JIBAR,205,,10.408,0.021917808,0.77260274,Credit Linked Notes,Bank,ABSA BANK LTD,ABSA BANK LTD,Credit-Linked Note,1.5,-0.134122579,2.810191978,1.022408964,205,72.52199846,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.147240317,0.116876095,0.147240317,0.147240317,,No
ASN700,,ABSA F/R 22062026,100000000,99857827.31,0.032460563,0.032460563,2026/06/20,JIBAR,235,,10.708,0.021917808,2.77260274,Credit Linked Notes,Bank,ABSA BANK LTD,ABSA BANK LTD,Credit-Linked Note,1.5,-0.134122579,2.810191978,1.022408964,235,72.52199846,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.147240317,0.116876095,0.147240317,0.147240317,,No
ASN863,,Absa F/R 31072026,75000000,77634838.46,0.025236585,0.025236585,2026/07/31,JIBAR,,,8.62,0.134246575,2.884931507,Credit Linked Notes,Bank,ABSA BANK LTD,RSA GOVERNMENT,Credit-Linked Note,1.5,1,7,1.155063291,26.2,-536.3710442,0,0,INV JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.147240317,0.116876095,0.147240317,0.147240317,,No
ASC033,ZAG000197096,ABSA F/R 28022035,63000000,63282694.16,0.020571165,0.020571165,2035/02/28,JIBAR,250,,10.858,0.216438356,11.47123288,Capped-Rate Notes,Bank,ABSA BANK LTD,RSA GOVERNMENT,Credit-Linked Note,1.5,1,7,1.276223776,250,-536.310464,0,0,JIBAR,2.Oth,3.1,2.1 (c),2.1 (c) (i),0.147240317,0.020571165,0.147240317,0.147240317,,No
ASC044,ZAG000198243,ASA F/R 280235,30000000,30126198.98,0.009793057,0.009793057,2035/02/28,JIBAR,180,,10.158,0.216438356,11.47123288,Credit Linked Notes,Bank,ABSA BANK LTD,RSA GOVERNMENT,Credit-Linked Note,1.5,1,7,1.276223776,180,-536.310464,1,0.216438356,JIBAR,2.Oth,4.1,2.1 (c),2.1 (c) (i),0.147240317,0.009793057,0.147240317,0.147240317,,No
BGL19,,Barclays Africa Group Limited F/R 30092024,1000000,1045396.17,0.000339825,0.000339825,2024/09/29,JIBAR,143,,9.788,0.046575342,1.049315068,Bank Subordinated Debt - Tier 2,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.134122579,2.810191978,1.048850575,143,77.53521926,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.147240317,0.116876095,0.147240317,0.147240317,,No
ABJ03,,African Bank Ltd F/R 16092024,12000000,12042994.59,0.00391479,0.00391479,2024/09/14,JIBAR,235,,10.708,0.005479452,1.008219178,Bank Senior Debt - Floating,Bank,AFRICAN BANK LIMITED,AFRICAN BANK LIMITED,Bank Senior Unsecured,0.6,0.731970682,0.716758926,1.005509642,235,-348.5987511,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (iv),0.00919129,0.00919129,0.00919129,0.00919129,,No
ABJ05,,African Bank F/R 30032027,10000000,10243214.09,0.003329739,0.003329739,2027/03/30,JIBAR,300,,11.358,0.049315068,3.547945205,Bank Senior Debt - Floating,Bank,AFRICAN BANK LIMITED,AFRICAN BANK LIMITED,Bank Senior Unsecured,0.6,0.731970682,0.716758926,1.051873199,300,-348.5755693,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (iv),0.00919129,0.00919129,0.00919129,0.00919129,,No
ABKI04,,African Bank ILB 5.75% 13032024,3655000,5988785.023,0.001946761,0.001946761,2024/03/13,I2025,350,7.765,13.165,0.47496,0.501369863,Bank Senior Debt - ILBs,Bank,AFRICAN BANK LIMITED,AFRICAN BANK LIMITED,Bank Senior Unsecured,0.6,0.731970682,0.716758926,1.904616791,480.7,-348.1491975,1,0.47496,I2025,2.Oth,2.1,2.1 (c),2.1 (c) (iv),0.00919129,0.00919129,0.00919129,0.00919129,,No
AIR04,,AIRSJ 9.25% 05/29/24,500000,508168.65,0.000165189,0.000165189,2024/05/29,R186,188,10.88,10.88,0.64637433,0.712328767,SOE,SOE,AIRPORTS CO SOUTH AFRICA,AIRPORTS CO SOUTH AFRICA,Corp Senior Unsecured,1,0.124462623,-0.347706797,2.827849006,252.2,-29.28889508,1,0.64637433,R186,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.004164768,0.004164768,0.004164768,0.004164768,2.1(d)(i),Yes
AIR05,ZAG000116351,Airports Company of South Africa 10% 29052030,1000000,919831.1,0.000299007,0.000299007,2030/05/29,R213,150,12.455,12.455,4.495202734,6.715068493,SOE,SOE,AIRPORTS CO SOUTH AFRICA,AIRPORTS CO SOUTH AFRICA,Corp Senior Unsecured,1,0.124462623,-0.347706797,-0.286106437,409.7,-30.8458728,1,4.495202734,R213,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.004164768,0.004164768,0.004164768,0.004164768,2.1(d)(i),Yes
AIRL01,ZAG000052846,AIRl01 CPI 3.64% 300428,5708750,11383999.34,0.003700571,0.003700571,2028/04/30,R210,285,7.25,12.65,4.052375181,4.635616438,ILBs,SOE,AIRPORTS CO SOUTH AFRICA,AIRPORTS CO SOUTH AFRICA,Corp Senior Unsecured,1,0.124462623,-0.347706797,-0.327613724,429.2,-30.86662645,1,4.052375181,R210,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.004164768,0.004164768,0.004164768,0.004164768,2.1(d)(i),Yes
BID13,ZAG000160011,BVT F/R 140624  ,2000000,2008377.822,0.000652859,0.000652859,2024/06/14,JIBAR,80,,9.158,0.005479452,0.756164384,Corporate Senior Debt,Corporate,BIDVESTCO LIMITED,BIDVESTCO LIMITED,Corp Senior Unsecured,1,-0.031424439,-0.386470737,1.005509642,80,48.13110562,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.000652859,0.000652859,0.000652859,0.000652859,2.1(d)(i),No
BPPF20,,BNP Paribas Personal Finance F/R 19112024,14317000,14450686.21,0.004697453,0.004697453,2024/11/19,JIBAR,117,,9.528,0.18630137,1.189041096,Corporate Senior Debt,Bank,BNP PARIBAS,BNP PARIBAS,Corp Senior Unsecured,1,1.15217697,-0.392198949,1.228956229,117,-543.5005935,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.004697453,0.004697453,0.004697453,0.004697453,,No
CBL29,ZAG000158874,Capitec F/R 30042024,6500000,6597920.277,0.002144771,0.002144771,2024/04/30,JIBAR,110,,9.458,0.131506849,0.632876712,Bank Senior Debt - Floating,Bank,CAPITEC BANK,CAPITEC BANK,Bank Senior Unsecured,0.6,2.235562286,-0.275728513,1.151419558,110,-1090.396724,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.002144771,0.002144771,0.002144771,0.002144771,2.1(c)(i),No
CCT02,,City of Cape Town 11.615% 120624,3395599,3555019.996,0.001155622,0.001155622,2024/06/12,R186,17,9.17,9.17,0.682022587,0.750684932,SOE,SOE,CITY OF CAPE TOWN,CITY OF CAPE TOWN,Corp Senior Unsecured,1,0.625684398,-0.238886764,3.144877463,81.2,-280.8294684,1,0.682022587,R186,2.Oth,2.1,2.1 (e),2.1 (e) (i),0.002048371,0.002048371,0.002048371,0.002048371,,Yes
CCT04,ZAG000145376,City of Cape Town 10.17% 19072027,2733129.23,2746346.046,0.000892749,0.000892749,2027/07/17,R186,179,10.79,10.79,1.75271,3.846575342,SOE,SOE,CITY OF CAPE TOWN,CITY OF CAPE TOWN,Corp Senior Unsecured,1,0.625684398,-0.238886764,-1.328532901,243.2,-283.0661736,1,1.75271,R186,2.Oth,2.1,2.1 (e),2.1 (e) (i),0.002048371,0.002048371,0.002048371,0.002048371,2.1(e)(i),Yes
COJ08,,City of Johannesburg 11.455% 22062026,413429,424215.652,0.000137899,0.000137899,2026/06/22,R186,246,11.46,11.46,2.26011568,2.778082192,SOE,SOE,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,Corp Senior Unsecured,1,0.124462623,-0.238886764,-0.793577935,310.2,-32.18780888,1,2.26011568,R186,2.Oth,2.1,2.1 (e),2.1 (e) (i),0.000490487,0.000490487,0.000490487,0.000490487,,Yes
COJG01,,City of Johannesburg 10.18% 10062024,1065892,1084660.12,0.000352588,0.000352588,2024/06/09,R186,254,11.54,11.54,0.669257856,0.742465753,SOE,SOE,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,Corp Senior Unsecured,1,0.124462623,-0.238886764,3.02350341,318.2,-30.27926821,1,0.669257856,R186,2.Oth,2.1,2.1 (e),2.1 (e) (i),0.000490487,0.000490487,0.000490487,0.000490487,,Yes
CLN504,,Standard Bank CLN F/R 11102024,7586975,7864734.155,0.002556572,0.002556572,2024/10/11,JIBAR,291,,11.268,0.079452055,1.082191781,Credit Linked Notes,Bank,MOBILE TELEPHONE NETWORK HOLDINGS PTY LTD,MOBILE TELEPHONE NETWORK HOLDINGS PTY LTD,Credit-Linked Note,1.5,-0.191666369,-0.109082716,1.086309524,291,130.5185908,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.009971022,0.009971022,0.002556572,0.002556572,2.1(c)(i),No
CLN518,ZAG000149881,CLN518 Jb3Mth+2.56% 251122,200000,199979.0114,6.50067E-05,6.50067E-05,2024/11/25,JIBAR,255,,10.908,0.202739726,1.205479452,Credit Linked Notes,Bank,STANDARD BANK LTD,TELKOM,Credit-Linked Note,1.5,0.029491027,-0.280189856,1.254295533,255,21.73495714,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.101041886,0.101041886,0.101041886,0.101041886,2.1(c)(i),No
CLN527,ZAG000151150,Standard Bank CLN F/R 21022024,2300000,2329048.14,0.000757099,0.000757099,2024/02/21,JIBAR,123.5,,9.593,0.191780822,0.443835616,Credit Linked Notes,Bank,STANDARD BANK LTD,GROWTHPOINT PROPERTIES LIMITED,Credit-Linked Note,1.5,0.382812619,-0.119348494,1.237288136,123.5,-156.5427561,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.101041886,0.101041886,0.101041886,0.101041886,2.1(c)(i),No
CLN546,,Standard Bank CLN 10.02% 21082026,9853000,9899068.566,0.003217868,0.003217868,2026/08/21,R186,110,10.1,10.1,2.47103,2.942465753,Credit Linked Notes,Bank,STANDARD BANK LTD,DISCOVERY LTD,Credit-Linked Note,1.5,-0.46344371,-0.226921889,-0.679795789,174.2,266.7026003,1,2.47103,R186,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.101041886,0.101041886,0.101041886,0.101041886,2.1(c)(i),No
CLN565,ZAG000157371,Standard Bank CLN F/R 21022024,10000000,10072726.62,0.003274319,0.003274319,2024/02/21,JIBAR,146,,9.818,0.191780822,0.443835616,Credit Linked Notes,Bank,STANDARD BANK LTD,NEDBANK LTD,Credit-Linked Note,1.5,-0.395565495,2.467172627,1.237288136,146,206.7810892,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.101041886,0.101041886,0.101041886,0.101041886,2.1(c)(i),No
CLN587,ZAG000160284,Standard Bank CLN F/R 10062026,1200000,1206187.918,0.000392093,0.000392093,2026/06/10,JIBAR,195,,10.308,0.243835616,2.745205479,Credit Linked Notes,Bank,STANDARD BANK LTD,TELKOM,Credit-Linked Note,1.5,0.029491027,-0.280189856,1.322463768,195,21.76904126,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.101041886,0.101041886,0.101041886,0.101041886,2.1(c)(i),No
CLN599,ZAG000161084,Standard Bank CLN F/R 10122024,900000,900970.7603,0.000292877,0.000292877,2024/12/10,JIBAR,160,,9.958,0.243835616,1.246575342,Credit Linked Notes,Bank,STANDARD BANK LTD,FIRSTRAND BANK LTD,Credit-Linked Note,1.5,-0.107833692,2.460589047,1.322463768,160,63.02361159,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.101041886,0.101041886,0.101041886,0.101041886,2.1(c)(i),No
CLN604,ZAG000161399,Standard Bank CLN F/R 05082024,2000000,2021431.152,0.000657102,0.000657102,2024/08/05,JIBAR,150,,9.858,0.147945205,0.898630137,Credit Linked Notes,Bank,STANDARD BANK LTD,FIRSTRAND BANK LTD,Credit-Linked Note,1.5,-0.107833692,2.460589047,1.173633441,150,62.94919643,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.101041886,0.101041886,0.101041886,0.101041886,2.1(c)(i),No
