InstrumentCode,ISIN,InstrumentLongName,HoldingNominal,AssetMarketValue,Weight (%) Pre,Weight (%) Post,Maturity,Companion,Spread,MTM,Yield,Mod Duration,Term,Type,Issuer Type,Issuer,Exposure,Level of Subordination,Subordination,Quality,Liquidity,Interest Rate Score,Spread over Jibar,Instrument Score,Risk,Risk Duration,Reference, ,Level 2,Level 3,Level 4,Level 1 Max,Level 2 Max,Level 3 Max,Level 4 Max,GIR,Infrastructure
ABGN03,,ABSA F/R 27062029,500000,512640.7485,0.000171358,0.000171358,2029/06/27,JIBAR,124,,9.59,0.136986301,5.64109589,Bank Senior Debt - Floating,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Senior Unsecured,0.6,-0.134122579,2.810191978,1.158730159,124,64.41051483,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.152692916,0.120963067,0.152692916,0.152692916,2.1(c)(i),No
ABN61,,ABSA ILB 2% 310125,450000,774888.48,0.000259019,0.000259019,2025/01/31,I2025,30,4.98,10.38,1.178323426,1.235616438,Bank Senior Debt - ILBs,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Senior Unsecured,0.6,-0.134122579,2.810191978,-5.607788174,203,61.02725566,1,1.178323426,I2025,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.152692916,0.120963067,0.152692916,0.152692916,,No
ABN62,,ABSA Inflation Linked Bond 2.6% 31032028,5000000,10902472,0.003644324,0.003644324,2028/03/31,R210,77,5.405,10.805,4.037770463,4.4,Bank Senior Debt - ILBs,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Senior Unsecured,0.6,-0.134122579,2.810191978,-0.329188796,245.5,63.66655535,1,4.037770463,R210,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.152692916,0.120963067,0.152692916,0.152692916,,No
ABSI2,,ABSA ILB 07/12/2023 ,6600000,22612176.84,0.007558478,0.007558478,2023/12/07,R197,70,4.335,9.735,0.073736152,0.082191781,Bank Senior Debt - ILBs,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Senior Unsecured,0.6,-0.134122579,2.810191978,1.079605992,138.5,64.37095275,1,0.073736152,R197,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.152692916,0.120963067,0.152692916,0.152692916,,No
ABS19,,ABSA 9.67% 24022028,10000000,10090951,0.00337306,0.00337306,2028/02/24,R186,94,9.995,9.995,3.367953514,4.301369863,Bank Senior Debt - Fixed,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Senior Unsecured,0.6,-0.134122579,2.810191978,-0.422305588,164.5,63.61999696,1,3.367953514,R186,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.152692916,0.120963067,0.152692916,0.152692916,,No
ABCPI3,,ABCPI3 5.5% 071223,6330000,21676743.18,0.007245794,0.007245794,2023/12/07,R197,135,4.985,10.385,0.073700828,0.082191781,Bank Subordinated Debt - Tier 2,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.134122579,2.810191978,1.079564822,203.5,78.37093216,1,0.073700828,R197,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.152692916,0.120963067,0.152692916,0.152692916,,No
26FR0007,ZAM000529585,ABSA F/R 17122024,20000000,20271716.16,0.006776142,0.006776142,2024/12/17,JIBAR,85,0,9.2,0.125,1.112328767,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,1.142857143,85,63.40257832,0,0,JIBAR,1,1.1,,,0.042264159,0.042264159,0,0,,No
26FR0009,ZAM000532159,ABSA F/R 19012026,7000000,7035863.01,0.002351848,0.002351848,2026/01/19,JIBAR,100,0,9.35,0.125,2.202739726,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,1.142857143,100,63.40257832,0,0,JIBAR,1,1.1,,,0.042264159,0.042264159,0,0,,No
26NC0006,ZAM000541523,ABSA Bank NCD 6.815% 12052026,15000000,15497077.79,0.005180143,0.005180143,2026/05/12,0,0,6.815,6.815,2.198139867,2.512328767,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,-0.834627098,-153.5,62.4138362,0,0,FIXED,1,1.1,,,0.042264159,0.042264159,0,0,,No
26NC0011,ZAM000558170,ABSA NCD 6.445% 27112023,10000000,10292141.07,0.003440311,0.003440311,2023/11/27,0,0,6.445,6.445,0.0491026,0.054794521,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,1.051638169,-190.5,63.35696883,0,0,FIXED,1,1.1,,,0.042264159,0.042264159,0,0,,No
26NC0025,ZAM000584622,Absa NCD 8.49% 15072024,10000000,10263809.12,0.003430841,0.003430841,2024/07/15,0,0,8.49,8.49,0.637508579,0.687671233,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,2.758685977,14,64.21049274,0,0,FIXED,1,1.1,,,0.042264159,0.042264159,0,0,,No
26NC0031,,ABSA NCD 8.54% 26042024,10000000,10029336.44,0.003352464,0.003352464,2024/04/26,0,0,8.54,8.54,0.447993946,0.468493151,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,1.811574335,19,63.73693692,0,0,FIXED,1,1.1,,,0.042264159,0.042264159,0,0,,No
26NC0034,ZAM000602531,ABSA NCD 8.625% 14122023,10000000,10770713.51,0.003600281,0.003600281,2023/12/14,0,0,8.625,8.625,0.095865788,0.101369863,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,1.106030484,27.5,63.38416499,0,0,FIXED,1,1.1,,,0.042264159,0.042264159,0,0,,No
26NC0035,ZAM000604263,ABSA NCD 8.6% 04012024,15000000,16073919.95,0.005372962,0.005372962,2024/01/04,0,0,8.6,8.6,0.148412771,0.15890411,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,1.174277827,25,63.41828866,0,0,FIXED,1,1.1,,,0.042264159,0.042264159,0,0,,No
26NC0038,ZAM000605088,Absa NCD 8.40% 10012024,15000000,16027438.05,0.005357425,0.005357425,2024/01/10,0,0,8.4,8.4,0.164330976,0.175342466,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,1.196646006,5,63.42947275,0,0,FIXED,1,1.1,,,0.042264159,0.042264159,0,0,,No
26NC0043,,Absa NCD 8.76% 24022025,10000000,10176757,0.003401742,0.003401742,2025/02/24,0,0,8.76,8.76,1.18074139,1.301369863,Money Market,Bank,ABSA BANK LTD,ABSA BANK LTD,Money Market,0.5,-0.134122579,2.810191978,-5.532767015,41,60.06476624,0,0,FIXED,1,1.1,,,0.042264159,0.042264159,0,0,,No
AGL01,ZAG000155615,Absa Group Limited F/R 29112023,3000000,3066659.038,0.001025079,0.001025079,2023/11/29,JIBAR,130,,9.65,0.060273973,0.060273973,Bank Subordinated Debt - Tier 2,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.134122579,2.810191978,1.064139942,130,78.36321972,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.152692916,0.120963067,0.152692916,0.152692916,2.1(c)(i),No
AGL02,ZAG000158452,Absa Group Limited F/R 11042024,15000000,15208746.1,0.005083764,0.005083764,2024/04/11,JIBAR,114,,9.49,0.178082192,0.42739726,Bank Subordinated Debt - Tier 2,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.134122579,2.810191978,1.216666667,114,78.43948308,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.152692916,0.120963067,0.152692916,0.152692916,2.1(c)(i),No
AGL03,,Absa Group Limited F/R 19052025,10000000,10070042.12,0.003366071,0.003366071,2025/05/17,JIBAR,149,,9.84,0.02739726,1.526027397,Bank Subordinated Debt - Tier 2,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.134122579,2.810191978,1.028169014,149,78.34523426,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.152692916,0.120963067,0.152692916,0.152692916,2.1(c)(i),No
AGT03,,Absa F/R 05062025,20000000,21088373.42,0.007049122,0.007049122,2025/06/05,JIBAR,204,,10.39,0.076712329,1.578082192,Bank Subordinated Debt - AT1,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Subordinated Debt - AT1,4,-0.134122579,2.810191978,1.083086053,204,98.37269278,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.152692916,0.120963067,0.152692916,0.152692916,,No
AGT04,,Absa F/R 27102025,7000000,7291850.102,0.002437416,0.002437416,2025/10/27,JIBAR,245,,10.8,0.221917808,1.97260274,Bank Subordinated Debt - AT1,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Subordinated Debt - AT1,4,-0.134122579,2.810191978,1.285211268,245,98.47375538,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.152692916,0.120963067,0.152692916,0.152692916,,No
ASN346,,ABSA F/R 20062024,2634187,2663747.929,0.0008904,0.0008904,2024/06/20,JIBAR,205,,10.4,0.117808219,0.619178082,Credit Linked Notes,Bank,ABSA BANK LTD,ABSA BANK LTD,Credit-Linked Note,1.5,-0.134122579,2.810191978,1.133540373,205,73.39791994,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.152692916,0.120963067,0.152692916,0.152692916,,No
ASN700,,ABSA F/R 22062026,100000000,101488929,0.033924279,0.033924279,2026/06/20,JIBAR,235,,10.7,0.117808219,2.619178082,Credit Linked Notes,Bank,ABSA BANK LTD,ABSA BANK LTD,Credit-Linked Note,1.5,-0.134122579,2.810191978,1.133540373,235,73.39791994,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.152692916,0.120963067,0.152692916,0.152692916,,No
ASN863,,Absa F/R 31072026,75000000,76896450.39,0.025703855,0.025703855,2026/07/31,JIBAR,,,8.712,0.232876712,2.731506849,Credit Linked Notes,Bank,ABSA BANK LTD,RSA GOVERNMENT,Credit-Linked Note,1.5,1,7,1.303571429,36.2,-535.4764344,0,0,INV JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.152692916,0.120963067,0.152692916,0.152692916,,No
ASC033,ZAG000197096,ABSA F/R 28022035,63000000,64330851.49,0.021503604,0.021503604,2035/02/28,JIBAR,250,,10.85,0.063013699,11.31780822,Capped-Rate Notes,Bank,ABSA BANK LTD,RSA GOVERNMENT,Credit-Linked Note,1.5,1,7,1.067251462,250,-535.5945943,0,0,JIBAR,2.Oth,3.1,2.1 (c),2.1 (c) (i),0.152692916,0.021503604,0.152692916,0.152692916,,No
ASC044,ZAG000198243,ASA F/R 280235,30000000,30593149.78,0.010226244,0.010226244,2035/02/28,JIBAR,180,,10.15,0.063013699,11.31780822,Credit Linked Notes,Bank,ABSA BANK LTD,RSA GOVERNMENT,Credit-Linked Note,1.5,1,7,1.067251462,180,-535.5945943,1,0.063013699,JIBAR,2.Oth,4.1,2.1 (c),2.1 (c) (i),0.152692916,0.010226244,0.152692916,0.152692916,,No
BGL19,,Barclays Africa Group Limited F/R 30092024,1000000,1030537.785,0.000344474,0.000344474,2024/09/29,JIBAR,143,,9.78,0.142465753,0.895890411,Bank Subordinated Debt - Tier 2,Bank,ABSA BANK LTD,ABSA BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.134122579,2.810191978,1.166134185,143,78.41421684,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.152692916,0.120963067,0.152692916,0.152692916,,No
ABJ03,,African Bank Ltd F/R 16092024,12000000,12240075.88,0.004091439,0.004091439,2024/09/14,JIBAR,235,,10.7,0.101369863,0.854794521,Bank Senior Debt - Floating,Bank,AFRICAN BANK LIMITED,AFRICAN BANK LIMITED,Bank Senior Unsecured,0.6,0.731970682,0.716758926,1.112804878,235,-347.7247477,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (iv),0.009521875,0.009521875,0.009521875,0.009521875,,No
ABJ05,,African Bank F/R 30032027,10000000,10129871.75,0.00338607,0.00338607,2027/03/30,JIBAR,300,,11.35,0.145205479,3.394520548,Bank Senior Debt - Floating,Bank,AFRICAN BANK LIMITED,AFRICAN BANK LIMITED,Bank Senior Unsecured,0.6,0.731970682,0.716758926,1.169871795,300,-347.6962142,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (iv),0.009521875,0.009521875,0.009521875,0.009521875,,No
ABKI04,,African Bank ILB 5.75% 13032024,3655000,6115988.331,0.002044366,0.002044366,2024/03/13,I2025,350,8.18,13.58,0.33054,0.347945205,Bank Senior Debt - ILBs,Bank,AFRICAN BANK LIMITED,AFRICAN BANK LIMITED,Bank Senior Unsecured,0.6,0.731970682,0.716758926,1.493741224,523,-347.5342795,1,0.33054,I2025,2.Oth,2.1,2.1 (c),2.1 (c) (iv),0.009521875,0.009521875,0.009521875,0.009521875,,No
AIR04,,AIRSJ 9.25% 05/29/24,500000,516285.15,0.000172576,0.000172576,2024/05/29,R186,188,10.935,10.935,0.501915407,0.55890411,SOE,SOE,AIRPORTS CO SOUTH AFRICA,AIRPORTS CO SOUTH AFRICA,Corp Senior Unsecured,1,0.124462623,-0.347706797,2.007691089,258.5,-28.87861827,1,0.501915407,R186,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.004258916,0.004258916,0.004258916,0.004258916,2.1(d)(i),Yes
AIR05,ZAG000116351,Airports Company of South Africa 10% 29052030,1000000,936900.1,0.000313174,0.000313174,2030/05/29,R213,150,12.455,12.455,4.351949892,6.561643836,SOE,SOE,AIRPORTS CO SOUTH AFRICA,AIRPORTS CO SOUTH AFRICA,Corp Senior Unsecured,1,0.124462623,-0.347706797,-0.298333815,410.5,-30.03163072,1,4.351949892,R213,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.004258916,0.004258916,0.004258916,0.004258916,2.1(d)(i),Yes
AIRL01,ZAG000052846,AIRl01 CPI 3.64% 300428,5708750,11287921.65,0.003773166,0.003773166,2028/04/30,R210,285,7.485,12.885,3.981222728,4.482191781,ILBs,SOE,AIRPORTS CO SOUTH AFRICA,AIRPORTS CO SOUTH AFRICA,Corp Senior Unsecured,1,0.124462623,-0.347706797,-0.335432838,453.5,-30.05018023,1,3.981222728,R210,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.004258916,0.004258916,0.004258916,0.004258916,2.1(d)(i),Yes
BID13,ZAG000160011,BVT F/R 140624  ,2000000,2038812.628,0.000681505,0.000681505,2024/06/14,JIBAR,60,,8.95,0.101369863,0.602739726,Corporate Senior Debt,Corporate,BIDVESTCO LIMITED,BIDVESTCO LIMITED,Corp Senior Unsecured,1,-0.031424439,-0.386470737,1.112804878,60,49.00510901,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.000681505,0.000681505,0.000681505,0.000681505,2.1(d)(i),No
BPPF20,,BNP Paribas Personal Finance F/R 19112024,14317000,14311756.86,0.004783931,0.004783931,2024/11/19,JIBAR,117,,9.52,0.032876712,1.035616438,Corporate Senior Debt,Bank,BNP PARIBAS,BNP PARIBAS,Corp Senior Unsecured,1,1.15217697,-0.392198949,1.033994334,117,-542.7777186,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.004783931,0.004783931,0.004783931,0.004783931,,No
CBL29,ZAG000158874,Capitec F/R 30042024,6500000,6534089.377,0.002184123,0.002184123,2024/04/30,JIBAR,100,,9.35,0.230136986,0.479452055,Bank Senior Debt - Floating,Bank,CAPITEC BANK,CAPITEC BANK,Bank Senior Unsecured,0.6,2.235562286,-0.275728513,1.298932384,100,-1089.502612,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.002184123,0.002184123,0.002184123,0.002184123,2.1(c)(i),No
CCT02,,City of Cape Town 11.615% 120624,3395599,3603063.987,0.001204381,0.001204381,2024/06/12,R186,17,9.225,9.225,0.535577592,0.597260274,SOE,SOE,CITY OF CAPE TOWN,CITY OF CAPE TOWN,Corp Senior Unsecured,1,0.625684398,-0.238886764,2.153212211,87.5,-280.5049453,1,0.535577592,R186,2.Oth,2.1,2.1 (e),2.1 (e) (i),0.002136488,0.002136488,0.002136488,0.002136488,,Yes
CCT04,ZAG000145376,City of Cape Town 10.17% 19072027,2733129.23,2788520.258,0.000932107,0.000932107,2027/07/17,R186,179,10.845,10.845,1.60609,3.693150685,SOE,SOE,CITY OF CAPE TOWN,CITY OF CAPE TOWN,Corp Senior Unsecured,1,0.625684398,-0.238886764,-1.649919979,249.5,-282.4065114,1,1.60609,R186,2.Oth,2.1,2.1 (e),2.1 (e) (i),0.002136488,0.002136488,0.002136488,0.002136488,2.1(e)(i),Yes
COJ08,,City of Johannesburg 11.455% 22062026,413429,431009.076,0.000144072,0.000144072,2026/06/22,R186,246,11.515,11.515,2.114573612,2.624657534,SOE,SOE,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,Corp Senior Unsecured,1,0.124462623,-0.238886764,-0.897204087,316.5,-31.41926618,1,2.114573612,R186,2.Oth,2.1,2.1 (e),2.1 (e) (i),0.000512634,0.000512634,0.000512634,0.000512634,,Yes
COJG01,,City of Johannesburg 10.18% 10062024,1065892,1102601.534,0.000368562,0.000368562,2024/06/09,R186,263,11.685,11.685,0.524224846,0.589041096,SOE,SOE,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,Corp Senior Unsecured,1,0.124462623,-0.238886764,2.101833169,333.5,-29.91974755,1,0.524224846,R186,2.Oth,2.1,2.1 (e),2.1 (e) (i),0.000512634,0.000512634,0.000512634,0.000512634,,Yes
CLN504,,Standard Bank CLN F/R 11102024,7586975,7792809.632,0.00260487,0.00260487,2024/10/11,JIBAR,291,,11.26,0.178082192,0.928767123,Credit Linked Notes,Bank,MOBILE TELEPHONE NETWORK HOLDINGS PTY LTD,MOBILE TELEPHONE NETWORK HOLDINGS PTY LTD,Credit-Linked Note,1.5,-0.191666369,-0.109082716,1.216666667,291,131.4041251,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.010314077,0.010314077,0.00260487,0.00260487,2.1(c)(i),No
CLN518,ZAG000149881,CLN518 Jb3Mth+2.56% 251122,200000,203305.3062,6.7958E-05,6.7958E-05,2024/11/25,JIBAR,255,,10.9,0.049315068,1.052054795,Credit Linked Notes,Bank,STANDARD BANK LTD,TELKOM,Credit-Linked Note,1.5,0.029491027,-0.280189856,1.051873199,255,22.45410175,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.104049907,0.104049907,0.104049907,0.104049907,2.1(c)(i),No
CLN527,ZAG000151150,Standard Bank CLN F/R 21022024,2300000,2363087.237,0.000789899,0.000789899,2024/02/21,JIBAR,123.5,,9.585,0.038356164,0.290410959,Credit Linked Notes,Bank,STANDARD BANK LTD,GROWTHPOINT PROPERTIES LIMITED,Credit-Linked Note,1.5,0.382812619,-0.119348494,1.03988604,123.5,-155.8211014,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.104049907,0.104049907,0.104049907,0.104049907,2.1(c)(i),No
CLN546,,Standard Bank CLN 10.02% 21082026,9853000,10035768.77,0.003354614,0.003354614,2026/08/21,R186,110,10.155,10.155,2.3253,2.789041096,Credit Linked Notes,Bank,STANDARD BANK LTD,DISCOVERY LTD,Credit-Linked Note,1.5,-0.46344371,-0.226921889,-0.75454614,180.5,267.4855809,1,2.3253,R186,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.104049907,0.104049907,0.104049907,0.104049907,2.1(c)(i),No
CLN565,ZAG000157371,Standard Bank CLN F/R 21022024,10000000,10223384.65,0.003417328,0.003417328,2024/02/21,JIBAR,146,,9.81,0.038356164,0.290410959,Credit Linked Notes,Bank,STANDARD BANK LTD,NEDBANK LTD,Credit-Linked Note,1.5,-0.395565495,2.467172627,1.03988604,146,207.502744,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.104049907,0.104049907,0.104049907,0.104049907,2.1(c)(i),No
CLN587,ZAG000160284,Standard Bank CLN F/R 10062026,1200000,1225181.601,0.000409536,0.000409536,2026/06/10,JIBAR,195,,10.3,0.090410959,2.591780822,Credit Linked Notes,Bank,STANDARD BANK LTD,TELKOM,Credit-Linked Note,1.5,0.029491027,-0.280189856,1.09939759,195,22.47786395,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.104049907,0.104049907,0.104049907,0.104049907,2.1(c)(i),No
CLN599,ZAG000161084,Standard Bank CLN F/R 10122024,900000,914680.457,0.000305746,0.000305746,2024/12/10,JIBAR,160,,9.95,0.090410959,1.093150685,Credit Linked Notes,Bank,STANDARD BANK LTD,FIRSTRAND BANK LTD,Credit-Linked Note,1.5,-0.107833692,2.460589047,1.09939759,160,63.73243428,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.104049907,0.104049907,0.104049907,0.104049907,2.1(c)(i),No
CLN604,ZAG000161399,Standard Bank CLN F/R 05082024,2000000,2002155.074,0.000669252,0.000669252,2024/08/05,JIBAR,150,,9.85,0.246575342,0.745205479,Credit Linked Notes,Bank,STANDARD BANK LTD,FIRSTRAND BANK LTD,Credit-Linked Note,1.5,-0.107833692,2.460589047,1.327272727,150,63.84637185,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.104049907,0.104049907,0.104049907,0.104049907,2.1(c)(i),No
CLN616,ZAG000163163,Standard Bank CLN F/R 201229,1800000,1776546,0.000593839,0.000593839,2029/12/20,JIBAR,370,,12.05,0.117808219,6.123287671,Credit Linked Notes,Bank,STANDARD BANK LTD,RSA GOVERNMENT,Credit-Linked Note,1.5,1,7,1.133540373,370,-535.5614499,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.104049907,0.104049907,0.104049907,0.104049907,2.1(c)(i),No
CLN621,ZAG000163932,Standard Bank CLN F/R 28102022,3000000,3015888.446,0.001008108,0.001008108,2024/10/28,JIBAR,140,,9.75,0.224657534,0.975342466,Credit Linked Notes,Bank,STANDARD BANK LTD,BIDVESTCO LIMITED,Credit-Linked Note,1.5,-0.031424439,-0.386470737,1.28975265,140,54.0935829,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.104049907,0.104049907,0.104049907,0.104049907,2.1(c)(i),No
